"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00743600";"CALLE                   ";"DE    ";"TOLEDO                                          ";"par  ";"NUM";"000114";"  ";"000998";"  ";"000021"
"00743800";"RONDA                   ";"DE    ";"TOLEDO                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00743800";"RONDA                   ";"DE    ";"TOLEDO                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00744250";"CALLE                   ";"DE    ";"TOMAS BORRAS                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
"00744250";"CALLE                   ";"DE    ";"TOMAS BORRAS                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00744300";"CALLE                   ";"DE    ";"TOMAS BRETON                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00744300";"CALLE                   ";"DE    ";"TOMAS BRETON                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00744700";"CALLE                   ";"DE    ";"TOMAS LEONOR                                    ";"impar";"NUM";"000001";"  ";"099999";"  ";"000124"
"00744700";"CALLE                   ";"DE    ";"TOMAS LEONOR                                    ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000124"
"00744800";"CALLE                   ";"DE    ";"TOMAS LOPEZ                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000042"
"00744800";"CALLE                   ";"DE    ";"TOMAS LOPEZ                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000042"
"00745300";"CALLE                   ";"DE    ";"TOMASA RUIZ                                     ";"impar";"NUM";"000001";"  ";"099999";"  ";"000111"
"00745300";"CALLE                   ";"DE    ";"TOMASA RUIZ                                     ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000111"
"00745500";"CALLE                   ";"DE    ";"TOMELLOSO                                       ";"impar";"NUM";"000001";"  ";"099999";"  ";"000124"
"00745500";"CALLE                   ";"DE    ";"TOMELLOSO                                       ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000124"
"00745700";"CALLE                   ";"DE    ";"TOPETE                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00745700";"CALLE                   ";"DE    ";"TOPETE                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00746400";"CALLE                   ";"DEL   ";"TORERO                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00746400";"CALLE                   ";"DEL   ";"TORERO                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000125"
"00746500";"AVENIDA                 ";"DE LOS";"TOREROS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00746500";"AVENIDA                 ";"DE LOS";"TOREROS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00746600";"CALLE                   ";"DE    ";"VERACRUZ                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00746600";"CALLE                   ";"DE    ";"VERACRUZ                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00746800";"CALLE                   ";"DE    ";"TORIJA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00746800";"CALLE                   ";"DE    ";"TORIJA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00747000";"CALLE                   ";"DEL   ";"TORMES                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00747000";"CALLE                   ";"DEL   ";"TORMES                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00747200";"CALLE                   ";"DEL   ";"TORO                                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00747200";"CALLE                   ";"DEL   ";"TORO                                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00747500";"CALLE                   ";"DE    ";"TORPEDERO TUCUMAN                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00747500";"CALLE                   ";"DE    ";"TORPEDERO TUCUMAN                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00748200";"CALLE                   ";"DE LA ";"TORRECILLA DEL LEAL                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00748200";"CALLE                   ";"DE LA ";"TORRECILLA DEL LEAL                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00748400";"CALLE                   ";"DE    ";"TORREGALINDO                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00748400";"CALLE                   ";"DE    ";"TORREGALINDO                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00748600";"CALLE                   ";"DE    ";"TORRELAGUNA                                     ";"impar";"NUM";"000001";"  ";"000075";"  ";"000155"
"00748600";"CALLE                   ";"DE    ";"TORRELAGUNA                                     ";"impar";"NUM";"000077";"  ";"000125";"  ";"000156"
"00748600";"CALLE                   ";"DE    ";"TORRELAGUNA                                     ";"impar";"NUM";"000127";"  ";"000127";"  ";"000157"
"00748600";"CALLE                   ";"DE    ";"TORRELAGUNA                                     ";"par  ";"NUM";"000002";"  ";"000058";"  ";"000155"
"00748600";"CALLE                   ";"DE    ";"TORRELAGUNA                                     ";"par  ";"NUM";"000060";"  ";"000074";"  ";"000156"
"00748600";"CALLE                   ";"DE    ";"TORRELAGUNA                                     ";"par  ";"NUM";"000106";"  ";"000114";"  ";"000157"
"00748700";"CALLE                   ";"DE    ";"TORRELARA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00748700";"CALLE                   ";"DE    ";"TORRELARA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00748800";"PLAZA                   ";"DE    ";"TORRELODONES                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00748800";"PLAZA                   ";"DE    ";"TORRELODONES                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00749100";"CALLE                   ";"DE    ";"TORRES                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00749100";"CALLE                   ";"DE    ";"TORRES                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00749200";"CALLE                   ";"DE    ";"TORRES MIRANDA                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
"00749200";"CALLE                   ";"DE    ";"TORRES MIRANDA                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00749400";"CALLE                   ";"DE    ";"TORRIJOS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00749400";"CALLE                   ";"DE    ";"TORRIJOS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00749900";"CALLE                   ";"DE    ";"TORTOSA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000026"
"00749900";"CALLE                   ";"DE    ";"TORTOSA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000026"
"00750000";"PASAJE                  ";"DE    ";"TORTOSA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000026"
"00750000";"PASAJE                  ";"DE    ";"TORTOSA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000026"
"00750700";"CALLE                   ";"DE    ";"TRAFALGAR                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00750700";"CALLE                   ";"DE    ";"TRAFALGAR                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00751200";"CALLE                   ";"      ";"TRANSVERSAL                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00751200";"CALLE                   ";"      ";"TRANSVERSAL                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00751500";"CALLE                   ";"DEL   ";"TRANVIA                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00751500";"CALLE                   ";"DEL   ";"TRANVIA                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00751600";"CALLE                   ";"DE LA ";"TRAVIESA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00751600";"CALLE                   ";"DE LA ";"TRAVIESA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00751700";"CALLE                   ";"DEL   ";"TREBOL                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00751700";"CALLE                   ";"DEL   ";"TREBOL                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00753000";"CALLE                   ";"DE    ";"TREMP                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00753000";"CALLE                   ";"DE    ";"TREMP                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00753300";"CALLE                   ";"DE LAS";"TRES CRUCES                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000163"
"00753300";"CALLE                   ";"DE LAS";"TRES CRUCES                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000163"
"00753600";"CALLE                   ";"DE LOS";"TRES PECES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00753600";"CALLE                   ";"DE LOS";"TRES PECES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00753900";"CALLE                   ";"DE    ";"TREVIANA                                        ";"impar";"NUM";"000001";"  ";"000021";"  ";"000156"
"00753900";"CALLE                   ";"DE    ";"TREVIANA                                        ";"par  ";"NUM";"000002";"  ";"000010";"  ";"000156"
"00754000";"CALLE                   ";"DE    ";"TREVIÑO                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000075"
"00754000";"CALLE                   ";"DE    ";"TREVIÑO                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000075"
"00754100";"CALLE                   ";"DE    ";"TRIANA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00754100";"CALLE                   ";"DE    ";"TRIANA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00754400";"CALLE                   ";"DEL   ";"TRIBULETE                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00754400";"CALLE                   ";"DEL   ";"TRIBULETE                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00754600";"TRAVESIA                ";"DE    ";"TRIFON PEDRERO                                  ";"impar";"NUM";"000001";"  ";"099999";"  ";"000111"
"00754600";"TRAVESIA                ";"DE    ";"TRIFON PEDRERO                                  ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000111"
"00754900";"COSTANILLA              ";"DE LAS";"TRINITARIAS                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00754900";"COSTANILLA              ";"DE LAS";"TRINITARIAS                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00755000";"CALLE                   ";"DE    ";"TRIQUET                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00755000";"CALLE                   ";"DE    ";"TRIQUET                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00755100";"CALLE                   ";"DEL   ";"TRITON                                          ";"impar";"NUM";"000005";"  ";"000021";"  ";"000157"
"00755100";"CALLE                   ";"DEL   ";"TRITON                                          ";"par  ";"NUM";"000006";"  ";"000020";"  ";"000157"
"00755200";"CALLE                   ";"DEL   ";"TRIUNFO                                         ";"impar";"NUM";"000005";"  ";"000011";"  ";"000102"
"00755200";"CALLE                   ";"DEL   ";"TRIUNFO                                         ";"par  ";"NUM";"000002";"  ";"000016";"  ";"000102"
"00755600";"CALLE                   ";"DE    ";"TRUEBA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00755600";"CALLE                   ";"DE    ";"TRUEBA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00755700";"AVENIDA                 ";"DE    ";"TRUEBA                                          ";"impar";"NUM";"000001";"  ";"000021";" Z";"000151"
"00755700";"AVENIDA                 ";"DE    ";"TRUEBA                                          ";"par  ";"NUM";"000008";"  ";"000022";"  ";"000151"
"00755800";"CALLE                   ";"DE    ";"TRUEBA Y FERNANDEZ                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00755800";"CALLE                   ";"DE    ";"TRUEBA Y FERNANDEZ                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00756000";"CALLE                   ";"DE    ";"TRUJILLOS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00756000";"CALLE                   ";"DE    ";"TRUJILLOS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00756100";"TRAVESIA                ";"DE LOS";"TRUJILLOS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00756100";"TRAVESIA                ";"DE LOS";"TRUJILLOS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00756800";"CALLE                   ";"DE    ";"TUDELILLA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00756800";"CALLE                   ";"DE    ";"TUDELILLA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00756900";"CALLE                   ";"DE LOS";"TUDESCOS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00756900";"CALLE                   ";"DE LOS";"TUDESCOS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00757200";"CALLE                   ";"DEL   ";"TULIPAN                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000056"
"00757200";"CALLE                   ";"DEL   ";"TULIPAN                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000056"
"00757400";"CALLE                   ";"DEL   ";"TURACO                                          ";"impar";"NUM";"000001";"  ";"000017";"  ";"000102"
"00757400";"CALLE                   ";"DEL   ";"TURACO                                          ";"par  ";"NUM";"000002";"  ";"000018";"  ";"000102"
"00757900";"CALLE                   ";"DEL   ";"TURIA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00757900";"CALLE                   ";"DEL   ";"TURIA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00758000";"CALLE                   ";"DE    ";"TURISMUNDO                                      ";"impar";"NUM";"000001";"  ";"000003";"  ";"000102"
"00758000";"CALLE                   ";"DE    ";"TURISMUNDO                                      ";"par  ";"NUM";"000002";"  ";"000006";"  ";"000102"
"00758300";"CALLE                   ";"DEL   ";"TUTOR                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000092"
"00758300";"CALLE                   ";"DEL   ";"TUTOR                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000092"
"00758350";"PLAZA                   ";"DE    ";"TUY                                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00758350";"PLAZA                   ";"DE    ";"TUY                                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
"00758575";"CALLE                   ";"DE    ";"UBEDA                                           ";"impar";"NUM";"000011";"  ";"000021";"  ";"000084"
"00759000";"CALLE                   ";"DE    ";"ULPIANA BENITO                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000063"
"00759000";"CALLE                   ";"DE    ";"ULPIANA BENITO                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000063"
"00759200";"CALLE                   ";"      ";"UNDECIMA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00759200";"CALLE                   ";"      ";"UNDECIMA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00759300";"CALLE                   ";"      ";"UNICA                                           ";"impar";"NUM";"000001";"  ";"000011";"  ";"000102"
"00759300";"CALLE                   ";"      ";"UNICA                                           ";"par  ";"NUM";"000002";"  ";"000010";"  ";"000102"
"00759900";"CALLE                   ";"DE LA ";"UNION                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00759900";"CALLE                   ";"DE LA ";"UNION                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00761000";"CALLE                   ";"DEL   ";"UROLA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00761000";"CALLE                   ";"DEL   ";"UROLA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00761100";"CALLE                   ";"DE    ";"LOS URQUIZA                                     ";"impar";"NUM";"000001";"  ";"000041";"  ";"000152"
"00761100";"CALLE                   ";"DE    ";"LOS URQUIZA                                     ";"par  ";"NUM";"000002";"  ";"000052";"  ";"000152"
"00761200";"CALLE                   ";"DE    ";"URUGUAY                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00761200";"CALLE                   ";"DE    ";"URUGUAY                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00761300";"CALLE                   ";"DEL   ";"URUMEA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00761300";"CALLE                   ";"DEL   ";"URUMEA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00761650";"CALLE                   ";"DEL   ";"VADO                                            ";"impar";"NUM";"000001";"  ";"099999";"  ";"000124"
"00761650";"CALLE                   ";"DEL   ";"VADO                                            ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000124"
"00761900";"CALLE                   ";"DEL   ";"VADO DE SANTA CATALINA                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00761900";"CALLE                   ";"DEL   ";"VADO DE SANTA CATALINA                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00763000";"CALLE                   ";"DE    ";"VALDELAGUNA                                     ";"otros";"S/N";"000000";"  ";"000000";"  ";"000022"
"00763100";"CALLE                   ";"DE    ";"VALDELAMASA                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00763100";"CALLE                   ";"DE    ";"VALDELAMASA                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00763200";"CALLE                   ";"DE    ";"VALDELASIERRA                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00763200";"CALLE                   ";"DE    ";"VALDELASIERRA                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00763500";"PASAJE                  ";"DE    ";"VALDEMAQUEDA                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00763500";"PASAJE                  ";"DE    ";"VALDEMAQUEDA                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00763600";"CALLE                   ";"DE    ";"VALDEMORILLO                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00763600";"CALLE                   ";"DE    ";"VALDEMORILLO                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000024"
"00763700";"CALLE                   ";"DE    ";"VALDEPEÑAS                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00763700";"CALLE                   ";"DE    ";"VALDEPEÑAS                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00763900";"CALLE                   ";"DE    ";"VALDERRIBAS                                     ";"impar";"NUM";"000001";"  ";"000053";"  ";"000031"
"00763900";"CALLE                   ";"DE    ";"VALDERRIBAS                                     ";"impar";"NUM";"000055";"  ";"000999";"  ";"000032"
"00763900";"CALLE                   ";"DE    ";"VALDERRIBAS                                     ";"par  ";"NUM";"000002";"  ";"000044";"  ";"000031"
"00763900";"CALLE                   ";"DE    ";"VALDERRIBAS                                     ";"par  ";"NUM";"000046";"  ";"000998";"  ";"000032"
"00765500";"CALLE                   ";"DE    ";"VALDOVIN                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00765500";"CALLE                   ";"DE    ";"VALDOVIN                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00765600";"CALLE                   ";"DE    ";"VALENCIA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00765600";"CALLE                   ";"DE    ";"VALENCIA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00765800";"RONDA                   ";"DE    ";"VALENCIA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000026"
"00765800";"RONDA                   ";"DE    ";"VALENCIA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00765850";"CALLE                   ";"DE    ";"VALENCIA DE DON JUAN                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000085"
"00765850";"CALLE                   ";"DE    ";"VALENCIA DE DON JUAN                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000085"
"00765900";"CALLE                   ";"DE    ";"VALENTIN AGUIRRE                                ";"impar";"NUM";"000001";"  ";"000005";"  ";"000155"
"00766700";"CALLE                   ";"DE    ";"VALENZUELA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000035"
"00766700";"CALLE                   ";"DE    ";"VALENZUELA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000035"
"00766800";"CALLE                   ";"DE    ";"VALERIA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00766800";"CALLE                   ";"DE    ";"VALERIA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00767100";"CALLE                   ";"DE    ";"VALGAME DIOS                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00767100";"CALLE                   ";"DE    ";"VALGAME DIOS                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00767200";"AVENIDA                 ";"DE    ";"VALLADOLID                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00767200";"AVENIDA                 ";"DE    ";"VALLADOLID                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00767300";"CALLE                   ";"DE    ";"VALLANDES                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00767300";"CALLE                   ";"DE    ";"VALLANDES                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000125"
"00767501";"AVENIDA                 ";"DEL   ";"VALLE                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00767501";"AVENIDA                 ";"DEL   ";"VALLE                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00767600";"CALLE                   ";"DEL   ";"VALLE DE ARAN                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00767600";"CALLE                   ";"DEL   ";"VALLE DE ARAN                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00768800";"CALLE                   ";"DE    ";"VALLEHERMOSO                                    ";"impar";"NUM";"000001";"  ";"000081";"  ";"000072"
"00768800";"CALLE                   ";"DE    ";"VALLEHERMOSO                                    ";"impar";"NUM";"000083";"  ";"000999";"  ";"000076"
"00768800";"CALLE                   ";"DE    ";"VALLEHERMOSO                                    ";"par  ";"NUM";"000002";"  ";"000090";"  ";"000072"
"00768800";"CALLE                   ";"DE    ";"VALLEHERMOSO                                    ";"par  ";"NUM";"000092";"  ";"000998";"  ";"000076"
"00768900";"GALERIA                 ";"      ";"VALLEHERMOSO                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00768900";"GALERIA                 ";"      ";"VALLEHERMOSO                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00769000";"CALLE                   ";"DE    ";"VALLICIERGO                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00769000";"CALLE                   ";"DE    ";"VALLICIERGO                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00769100";"CALLE                   ";"DE    ";"VALLS FERRERA                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00769100";"CALLE                   ";"DE    ";"VALLS FERRERA                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00769200";"CALLE                   ";"DE    ";"VALMAYOR                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000111"
"00769400";"CALLE                   ";"DE    ";"VALORES                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000033"
"00769400";"CALLE                   ";"DE    ";"VALORES                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000033"
"00769450";"PLAZA                   ";"DE    ";"VALPARAISO                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00769450";"PLAZA                   ";"DE    ";"VALPARAISO                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00769500";"PLAZA                   ";"DE    ";"VALSAIN                                         ";"impar";"NUM";"000001";"  ";"000005";"  ";"000153"
"00769500";"PLAZA                   ";"DE    ";"VALSAIN                                         ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000153"
"00769600";"PLAZA                   ";"DE    ";"VALVANERA                                       ";"impar";"NUM";"000001";"  ";"000005";"  ";"000156"
"00769600";"PLAZA                   ";"DE    ";"VALVANERA                                       ";"par  ";"NUM";"000006";"  ";"000006";"  ";"000156"
"00769700";"CALLE                   ";"DE    ";"VALVERDE                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00769700";"CALLE                   ";"DE    ";"VALVERDE                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00769900";"PASAJE                  ";"DE    ";"VALVERDE DE ALCALA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00769900";"PASAJE                  ";"DE    ";"VALVERDE DE ALCALA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00770100";"CALLE                   ";"DE    ";"VANDERGOTEN                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00770100";"CALLE                   ";"DE    ";"VANDERGOTEN                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00770200";"CALLE                   ";"DE LAS";"VAQUERIAS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000033"
"00770200";"CALLE                   ";"DE LAS";"VAQUERIAS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000033"
"00770300";"CALLE                   ";"DE    ";"VARA DE REY                                     ";"impar";"NUM";"000001";"  ";"000009";"  ";"000026"
"00770300";"CALLE                   ";"DE    ";"VARA DE REY                                     ";"impar";"NUM";"000011";"  ";"000999";"  ";"000025"
"00770300";"CALLE                   ";"DE    ";"VARA DE REY                                     ";"par  ";"NUM";"000002";"  ";"000022";"  ";"000026"
"00770300";"CALLE                   ";"DE    ";"VARA DE REY                                     ";"par  ";"NUM";"000024";"  ";"000998";"  ";"000025"
"00770500";"CALLE                   ";"DE    ";"VARGAS                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000075"
"00770500";"CALLE                   ";"DE    ";"VARGAS                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000075"
"00770800";"CALLE                   ";"DE LOS";"VASCOS                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00770800";"CALLE                   ";"DE LOS";"VASCOS                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00771000";"PLAZA                   ";"DE    ";"PEDRO ZEROLO                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00771000";"PLAZA                   ";"DE    ";"PEDRO ZEROLO                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00771200";"CALLE                   ";"DE    ";"VEDIA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000043"
"00771200";"CALLE                   ";"DE    ";"VEDIA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000043"
"00771500";"CUESTA                  ";"DE LA ";"VEGA                                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00771500";"CUESTA                  ";"DE LA ";"VEGA                                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00772700";"CALLE                   ";"DE    ";"VELARDE                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
