titulo,descripcion,comunidad_autonoma,provincia,municipio,publicador_codigo,publicador_nombre,identificador,url_catalogo,formatos,urls_descarga,licencia,fecha_modificacion
"Población de 18 y más años que se desplaza habitualmente en coche según tipo de aparcamiento utilizado, sexos y grupos de edad. Canarias. 2025 Segundo trimestre","En esta tabla se aportan datos estimados del segundo trimestre de 2025 sobre la población de 18 y más años en Canarias que se desplaza habitualmente en coche según tipo de aparcamiento utilizado, sexos y grupos de edad.",Canarias,,,A05003423,Instituto Canario de Estadística (ISTAC),https://datos.canarias.es/catalogos/estadisticas/dataset/urn-siemac-org-siemac-metamac-infomodel-statisticalresources-dataset-istac-c00086a_000397,https://datos.gob.es/catalogo/a05003423-poblacion-de-18-y-mas-anos-que-se-desplaza-habitualmente-en-coche-segun-tipo-de-aparcamiento-utilizado-sexos-y-grupos-de-edad-canarias-2025-segundo-trimestre,XML | JSON | CSV | TAB-SEPARATED-VALUES | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet | JSON,https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000397/1.0.xml | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000397/1.0.jsonstat | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000397/1.0.csv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000397/1.0.tsv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000397/1.0.xlsx | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000397/1.0.json,,"lun, 08 jun 2026 13:31:53 GMT+0000"
Población de 18 y más años que se desplaza habitualmente en coche según tipo de aparcamiento utilizado. Grandes comarcas de Canarias. 2025 Segundo trimestre,En esta tabla se aportan datos estimados del segundo trimestre de 2025 sobre la población de 18 y más años en Canarias que se desplaza habitualmente en coche según tipo de aparcamiento utilizado. La información se desagrega territorialmente a nivel de grandes comarcas de Canarias.,Canarias,,,A05003423,Instituto Canario de Estadística (ISTAC),https://datos.canarias.es/catalogos/estadisticas/dataset/urn-siemac-org-siemac-metamac-infomodel-statisticalresources-dataset-istac-c00086a_000396,https://datos.gob.es/catalogo/a05003423-poblacion-de-18-y-mas-anos-que-se-desplaza-habitualmente-en-coche-segun-tipo-de-aparcamiento-utilizado-grandes-comarcas-de-canarias-2025-segundo-trimestre,XML | TAB-SEPARATED-VALUES | CSV | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet | JSON | JSON,https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000396/1.0.xml | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000396/1.0.tsv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000396/1.0.csv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000396/1.0.xlsx | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000396/1.0.json | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000396/1.0.jsonstat,,"lun, 08 jun 2026 13:32:11 GMT+0000"
Aparcamientos,Ubicación de la entrada de aparcamientos existentes en la ciudad. Gestión pública y privada,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,L01380380,Ayuntamiento de Santa Cruz de Tenerife,https://www.santacruzdetenerife.es/opendata/dataset/aparcamientos,https://datos.gob.es/catalogo/l01380380-aparcamientos1,X-ZIPPED-SHP | VND.GOOGLE-EARTH.KML+XML | CSV | VND.GOOGLE-EARTH.KMZ | JSON | RDF+XML | VND.MS-EXCEL | JSON,https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/4d5594e7-9de3-4ec9-a330-ae3d573189ef/download/aparcamientos.zip | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/06984274-07c7-49b9-864e-7a748dba8779/download/aparcamientos.kml | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/7d542e44-afcf-416e-bd87-388ff75bfcdc/download/aparcamientos.csv | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/1277311f-e422-43cc-add3-35b1bc7036cc/download/aparcamientos.kmz | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/21794107-a347-43f8-b215-60acc77c9c2b/download/aparcamientos.geojson | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/2463ba75-3d11-4730-a9c5-5cb8fe4739a9/download/aparcamientos.ttl | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/1deaf802-7122-43d7-9c1c-f072ee8511a6/download/aparcamientos.xls | https://www.santacruzdetenerife.es/opendata/dataset/e4ac3cca-3212-4d07-8cc8-2a021f674463/resource/f11f66a2-b581-48ea-b4f2-b53c2983d9c9/download/aparcamientos.json,,"lun, 20 may 2019 22:00:00 GMT+0000"
Aparcamientos para personas con movilidad reducida,Geolocalización de plazas de aparcamiento para personas de movilidad reducida.,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,L01380380,Ayuntamiento de Santa Cruz de Tenerife,https://www.santacruzdetenerife.es/opendata/dataset/aparcamientos-para-personas-con-movilidad-reducida,https://datos.gob.es/catalogo/l01380380-aparcamientos-para-personas-con-movilidad-reducida1,JSON | VND.GOOGLE-EARTH.KML+XML | VND.GOOGLE-EARTH.KMZ | RDF+XML | VND.GOOGLE-EARTH.KMZ | X-ZIPPED-SHP | JSON | JSON | X-ZIPPED-SHP | VND.GOOGLE-EARTH.KML+XML | CSV | JSON | CSV | VND.MS-EXCEL | VND.MS-EXCEL | RDF+XML,https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/fc6025c6-554e-4b6f-aa97-b24df37d1fdb/download/apar_mov_red.geojson | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/15823c27-d067-4714-aaa0-8f29eff486f1/download/apar_mov_red.kml | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/cf0b1d75-e8a5-492d-bdfd-6c961c23adc3/download/apar_mov_red.kmz | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/3e0f5530-b7b0-4c4a-b2c5-309f2e0be517/download/apar_mov_red.ttl | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/cf0b1d75-e8a5-492d-bdfd-6c961c23adc3/download/apar_mov_red.kmz | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/2950cac3-2000-4d49-b0bc-47b2b181ec00/download/apar_mov_red.zip | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/712fc182-5b77-4e6d-a64e-d263ac3b3e1c/download/apar_mov_red.json | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/712fc182-5b77-4e6d-a64e-d263ac3b3e1c/download/apar_mov_red.json | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/2950cac3-2000-4d49-b0bc-47b2b181ec00/download/apar_mov_red.zip | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/15823c27-d067-4714-aaa0-8f29eff486f1/download/apar_mov_red.kml | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/0098b75e-382a-4b9d-9881-c699c2d3ba74/download/apar_mov_red.csv | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/fc6025c6-554e-4b6f-aa97-b24df37d1fdb/download/apar_mov_red.geojson | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/0098b75e-382a-4b9d-9881-c699c2d3ba74/download/apar_mov_red.csv | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/50fe5571-6c9b-483a-934b-90529eb3f6fc/download/apar_mov_red.xls | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/50fe5571-6c9b-483a-934b-90529eb3f6fc/download/apar_mov_red.xls | https://www.santacruzdetenerife.es/opendata/dataset/c82761b7-87bc-4706-829f-61ea8b32d29c/resource/3e0f5530-b7b0-4c4a-b2c5-309f2e0be517/download/apar_mov_red.ttl,,"lun, 20 may 2019 22:00:00 GMT+0000"
Aparcamientos subterráneos,Este dataset contiene un catálogo de los aparcamientos subterráneos disponibles en la ciudad de Santander.,Cantabria,Cantabria,Santander,L01390759,Ayuntamiento de Santander,http://datos.santander.es/catalogo/aparcamientos-subterraneos,https://datos.gob.es/catalogo/l01390759-aparcamientos-subterraneos,XML | LD+JSON | RDF+XML | CSV | ATOM+XML | JSON | TURTLE | N3 | HTML,http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.xml | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.jsonld | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.rdf | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.csv&rnd=1410613426 | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.atom | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.json | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.turtle | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.n3 | http://datos.santander.es/api/rest/datasets/puntos_interes_aparcamiento_subterraneo.html,,"mié, 04 nov 2015 23:00:00 GMT+0000"
Aparcamientos en espacios naturales,"Servicio temporalmente no disponible.  

Los aparcamientos son espacios habilitados para el estacionamiento de vehículos, que tiene como finalidad facilitar el acceso ordenado de los visitantes con el objeto de disminuir los impactos sobre el entorno

En este conjunto de datos se ofrece el conjunto ",Castilla y León,,,A07002862,Junta de Castilla y León,https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/aparcamientos/1284378117797,https://datos.gob.es/catalogo/a07002862-aparcamientos-en-espacios-naturales1,GML+XML | CSV | GML+XML | VND.GOOGLE-EARTH.KML+XML | X-ZIPPED-SHP,https://datosabiertos.jcyl.es/web/jcyl/risp/es/medio-ambiente/aparcamientos/1284378117797.gml32 | https://datosabiertos.jcyl.es/web/jcyl/risp/es/medio-ambiente/aparcamientos/1284378117797.csv | https://datosabiertos.jcyl.es/web/jcyl/risp/es/medio-ambiente/aparcamientos/1284378117797.gml31 | https://datosabiertos.jcyl.es/web/jcyl/risp/es/medio-ambiente/aparcamientos/1284378117797.kml | https://datosabiertos.jcyl.es/web/jcyl/risp/es/medio-ambiente/aparcamientos/1284378117797.shp,,
FGC - Información técnica aparcamientos,Informació tècnica dels aparcaments dels equipaments turístics d'FGC.,Cataluña,,,A09002970,Generalitat de Catalunya,https://analisi.transparenciacatalunya.cat/api/views/s88n-4t2p,https://datos.gob.es/catalogo/a09002970-fgc-informacion-tecnica-aparcamientos,HTML,https://dadesobertes.fgc.cat/explore/dataset/informacio-tecnica-aparcaments/table/,,"dom, 26 oct 2025 23:00:00 GMT+0000"
Aparcamientos con servicio para bicis en la ciudad de Barcelona,Aparcamientos con servicio para bicis en la ciudad de Barcelona.  ,Cataluña,Barcelona,Barcelona,L01080193,Ayuntamiento de Barcelona,https://opendata-ajuntament.barcelona.cat/data/dataset/aparcaments-servei-bicis,https://datos.gob.es/catalogo/l01080193-aparcamientos-con-servicio-para-bicis-en-la-ciudad-de-barcelona,JSON | CSV,https://opendata-ajuntament.barcelona.cat/data/dataset/a7fd022c-d703-49e3-b628-7b32599a6a54/resource/287bfde4-ae4d-40fb-8f6a-f4471edabdc9/download | https://opendata-ajuntament.barcelona.cat/data/dataset/a7fd022c-d703-49e3-b628-7b32599a6a54/resource/797cf565-d91f-4039-8cfe-5b3263c84837/download,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mar, 31 oct 2023 07:52:52 GMT+0000"
Aparcamientos en la ciudad de Barcelona,Aparcamientos en la ciudad de Barcelona ,Cataluña,Barcelona,Barcelona,L01080193,Ayuntamiento de Barcelona,https://opendata-ajuntament.barcelona.cat/data/dataset/aparcaments-bcn,https://datos.gob.es/catalogo/l01080193-aparcamientos-en-la-ciudad-de-barcelona,JSON | CSV,https://opendata-ajuntament.barcelona.cat/data/dataset/a8b29664-ab16-4341-9460-33f60d048d82/resource/3ed73d45-8ea6-4cdf-8984-11a4c4cfc9e8/download | https://opendata-ajuntament.barcelona.cat/data/dataset/a8b29664-ab16-4341-9460-33f60d048d82/resource/8104b9b9-217e-4c7d-b323-c7b4419d2800/download,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mar, 31 oct 2023 07:29:16 GMT+0000"
Estacionamientos del Área de Distribución Urbana de Mercancias (DUM) de la ciudad  de Barcelona,Número de estacionamientos realizados el dia anterior a la fecha actual en las Áreas de Distribución Urbana de Mercancias (DUM) de la ciudad de Barcelona,Cataluña,Barcelona,Barcelona,L01080193,Ayuntamiento de Barcelona,https://opendata-ajuntament.barcelona.cat/data/dataset/estacionaments-dum,https://datos.gob.es/catalogo/l01080193-estacionamientos-del-area-de-distribucion-urbana-de-mercancias-dum-de-la-ciudad-de-barcelona1,JSON,https://opendata-ajuntament.barcelona.cat/data/dataset/ee7ea708-d341-4f1c-bb2e-14199c197435/resource/5c0dd0e5-158c-45e2-bc78-22c32c9ed6b0/download,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"jue, 26 mar 2026 08:42:45 GMT+0000"
Información de las tarifas de los aparcamientos en superficie en la ciudad de Barcelona,"Información de las tarifas de los aparcamientos regulados en superficie en la ciudad de Barcelona.  
Se detallan los diferentes precios en relación a cada tipo de plaza.",Cataluña,Barcelona,Barcelona,L01080193,Ayuntamiento de Barcelona,https://opendata-ajuntament.barcelona.cat/data/dataset/tarifes-aparcament-superficie,https://datos.gob.es/catalogo/l01080193-informacion-de-las-tarifas-de-los-aparcamientos-en-superficie-en-la-ciudad-de-barcelona,ZIP | ZIP | ZIP | ZIP | ZIP | CSV | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP,https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/87e78408-f684-4b2c-8762-1c4795dfb79c/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/e3dfa2aa-145c-4175-8365-8d8e2de4497a/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/68244042-7eb8-4814-9b2a-a5462d2c9922/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/50167867-d8e1-44c6-9e78-b130d23360a1/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/f807e828-ccb3-49db-aa7f-f93a07b30549/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/30c5d684-fd4a-4229-9ec4-101fde46e512/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/061fab49-c5e4-4c93-9d5f-e8cd20111a10/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/aa7a5722-4ff0-4065-b4f5-2ea202e093a2/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/51333b36-99a7-4f3e-9d32-9d0ea91cb777/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/295a2247-f1ad-4366-8ac3-f37acc1cc3ce/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/a322d9aa-39e5-4a5c-8b82-5568eef0d6f4/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/73baa818-e8f0-4b81-a00f-8be8856ab5cb/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/b1e69568-5d3a-482c-91a7-cf6b8600229e/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/8b3f82bf-b2a4-4dcd-a881-a9c0f9a703ae/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/d2f50c45-cc51-488e-be91-fcafd0e2590a/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/ddcb62e9-21e0-483d-b146-02466dc99d39/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/a30e2af7-23fe-49ae-8a0d-e21b963e08ab/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/2ba1973e-1475-4c48-a825-26a1a752455b/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/4f3dfa60-91bb-4073-a8db-4321ab490353/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/3c593e48-9673-4937-affa-ccb370402674/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/2ebaf5eb-f421-4ade-a979-f2f5b0679c13/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/d591aae8-e37f-479e-acb5-9b2ae00c6450/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/cd549f32-456c-4941-8280-4fb12c0bfbe2/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/60b955d5-201f-4f00-ab9f-b46b8e99d0bb/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/003fc5ff-efb3-4d9d-b410-54aee584d9d3/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/3632e14e-4dc8-4786-a6bc-99e69640b019/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/e2f7dad1-1acb-48f0-9c87-638e9d926cba/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/87f22089-e7b6-4aa7-b132-71a57439f8b3/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/a6b0f541-5926-4cc0-a85c-e2a19075ff1f/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/f5097b24-a30f-47eb-8004-cee35fc293b4/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/c95fba6d-0599-43cd-b635-8c48a6b744b6/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/8c382386-e5a1-4077-87b0-f62709310c24/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/ad569bb3-eabc-49c5-a24b-06b20421cac1/download | https://opendata-ajuntament.barcelona.cat/data/dataset/c401d753-4e78-4760-9943-fff34d90e3d0/resource/5a16b9ff-e34c-485e-90c5-1b723cdca102/download,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 01 abr 2026 01:32:47 GMT+0000"
