Código Reserva;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
0102059;440461.8600000000;4473656.7400000000;16/11/22;1 Centro;12 Embajadores;OLIVAR, CALLE, DEL;12;Carga y descarga 360;Línea;1;7,04;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7017234710;40.4114015850
0102060;440468.9100000000;4473530.9100000000;14/11/22;1 Centro;12 Embajadores;OLIVAR, CALLE, DEL;34;Carga y descarga 360;Línea;2;13,1;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7016287610;40.4102689620
0102061;439979.0100000000;4473398.9200000000;15/09/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;4;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7073896790;40.4090446080
0102062;439980.7900000000;4473448.7300000000;19/10/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;7;Carga y descarga 360;Línea;3;16;LABORABLES DE 8 A 15 H.  EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ***** DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7073735220;40.4094932920
0102063;439989.1600000000;4473437.9900000000;15/09/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;9;Carga y descarga 360;Línea;3;17;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS  DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3.7072738270;40.4093969770
0102064;439977.4500000000;4473301.2500000000;21/12/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;12;Carga y descarga 360;Línea;10;51,87;LABORABLES DE 8 A 15 H. DOMINGOS Y FESTIVOS DE 0 A 16 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7073989610;40.4081646020
0102066;439988.7100000000;4473388.2400000000;11/09/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;15;Carga y descarga 360;Línea;2;12,5;LABORABLES DE 8 A 18 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7072744580;40.4089485230
0102067;439997.1000000000;4473145.7400000000;17/11/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;37;Carga y descarga 360;Batería;5;13,7;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.DOMINGOS Y FESTIVOS DE 0 A 16 H EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7071526470;40.4067651530
0102068;439981.9100000000;4473147.9500000000;10/10/22;1 Centro;12 Embajadores;RIBERA DE CURTIDORES, CALLE, DE LA;S/N;Carga y descarga 360;Batería;5;13,98;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3.7073319250;40.4067838890
0102069;440455.9900000000;4473545.2800000000;15/11/22;1 Centro;12 Embajadores;SAN CARLOS, CALLE, DE;7;Carga y descarga 360;Línea;1;8,33;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7017823130;40.4103970750
0102070;440481.9300000000;4473549.6100000000;16/09/22;1 Centro;12 Embajadores;SAN CARLOS, CALLE, DE;11;Carga y descarga 360;Línea;1;7,8;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7014770410;40.4104382140
0102071;440742.4000000000;4473396.7500000000;20/09/22;1 Centro;12 Embajadores;SAN COSME Y SAN DAMIAN, CALLE, DE;11;Carga y descarga 360;Línea;3;15,3;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6983930960;40.4090791580
0102073;439968.3800000000;4473664.1000000000;15/11/22;1 Centro;12 Embajadores;SAN MILLAN, CALLE, DE;3;Carga y descarga 360;Línea;5;23,2;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7075401380;40.4114320660
0102074;440672.9500000000;4473688.2900000000;15/09/22;1 Centro;12 Embajadores;SANTA ISABEL, CALLE, DE;12;Carga y descarga 360;Línea;5;26,9;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6992387820;40.4117009550
0102075;440790.4100000000;4473556.7000000000;09/06/23;1 Centro;12 Embajadores;SANTA ISABEL, CALLE, DE;17;Carga y descarga 360;Línea;3;14,6;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6978422550;40.4105240430
0102076;440742.7700000000;4473601.6700000000;16/09/22;1 Centro;12 Embajadores;SANTA ISABEL, CALLE, DE;28;Carga y descarga 360;Línea;3;15,1;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6984078210;40.4109252280
0102077;440884.1200000000;4473483.2900000000;09/06/23;1 Centro;12 Embajadores;SANTA ISABEL, CALLE, DE;41;Carga y descarga 360;Batería;5;15,2;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA MÁX 45 MIN;-3.6967310030;40.4098696100
0102078;440608.6800000000;4473217.1600000000;16/09/22;1 Centro;12 Embajadores;SOMBRERERIA, CALLE, DE LA;4;Carga y descarga 360;Línea;2;7,47;LABORABLES DE 8 A 14 H Y DE 16,30 A 19 HORAS EXCEPTO CYD MÁX 45 MIN;-3.6999521140;40.4074520720
0102079;440155.7400000000;4473765.9000000000;15/06/26;1 Centro;12 Embajadores;TIRSO DE MOLINA, PLAZA, DE;14;Carga y descarga 360;Batería;4;12;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7053414700;40.4123627220
0102080;440221.6100000000;4473784.8000000000;06/05/26;1 Centro;12 Embajadores;TIRSO DE MOLINA, PLAZA, DE;16;Carga y descarga 360;Línea;7;35;LABORABLES LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 45 MIN  SÁBADOS LABORABLES DE 14:30 A 16:30 h. EXCEPTO SERVICIO PUNTO LIMPIO;-3.7045670030;40.4125376460
0102081;439943.9900000000;4473734.0900000000;16/09/22;1 Centro;12 Embajadores;TOLEDO, CALLE, DE;47;Carga y descarga 360;Línea;4;19,57;LAB. DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7078341230;40.4120610590
0102082;439710.3200000000;4473342.8200000000;16/11/22;1 Centro;12 Embajadores;TOLEDO, CALLE, DE;109;Carga y descarga 360;Línea;5;25;LABORABLES DE 8 A 14 H Y DE 16.30 A 19.00 EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3.7105508590;40.4085193780
0102083;439659.3700000000;4473246.0500000000;16/09/22;1 Centro;12 Embajadores;TOLEDO, CALLE, DE;123;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H Y DE 16.30 A 19.00 EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3.7111422090;40.4076438980
0102084;440303.6900000000;4473212.4700000000;20/09/22;1 Centro;12 Embajadores;TRIBULETE, CALLE, DEL;20;Carga y descarga 360;Línea;2;16;TODOS LOS DÍAS 24 HORAS. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7035459350;40.4073881300
0102085;440530.6200000000;4473307.6100000000;19/09/22;1 Centro;12 Embajadores;VALENCIA, CALLE, DE;2;Carga y descarga 360;Línea;4;21,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7008805350;40.4082611460
0102086;440564.5300000000;4473257.9600000000;02/12/22;1 Centro;12 Embajadores;VALENCIA, CALLE, DE;3;Carga y descarga 360;Línea;3;13,6;LABORABLES DE 8 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  EXCEPTO TAXI LABORABLES DE 19 A 8 H Y FESTIVOS;-3.7004763130;40.4078162440
0102087;440539.6400000000;4473287.2200000000;19/09/22;1 Centro;12 Embajadores;VALENCIA, CALLE, DE;4;Carga y descarga 360;Línea;2;11,9;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7007723610;40.4080783150
0102088;440593.1400000000;4473195.3200000000;19/09/22;1 Centro;12 Embajadores;VALENCIA, CALLE, DE;9;Carga y descarga 360;Línea;2;10;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7001332260;40.4072539430
0102090;440596.5300000000;4473187.6200000000;17/11/22;1 Centro;12 Embajadores;VALENCIA, CALLE, DE;11;Carga y descarga 360;Línea;1;6;DE 8 A 22 H. EXCEPTO CARGA Y DESCARGA  Y SUBIDA Y BAJADA DE VIAJEROS MÁXIMO 45 MINUTOS;-3.7000925460;40.4071849020
0102091;440572.0100000000;4473222.2000000000;18/11/22;1 Centro;12 Embajadores;VALENCIA, CALLE, DE;14;Carga y descarga 360;Línea;3;14,8;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7003847550;40.4074951590
0102092;440575.4300000000;4473029.7100000000;20/09/22;1 Centro;12 Embajadores;VALENCIA, RONDA, DE;4;Carga y descarga 360;Línea;3;16;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7003264850;40.4057608730
0102094;439906.5100000000;4473418.8900000000;31/10/24;1 Centro;12 Embajadores;GENERAL VARA DE REY, PLAZA, DEL;4;Carga y descarga 360;Batería;7;25,3;LABORABLES DE 8 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7082460790;40.4092189020
0102095;440326.3200000000;4473225.3200000000;29/04/26;1 Centro;12 Embajadores;TRIBULETE, CALLE, DEL;23;Carga y descarga 360;Línea;1;6;TODOS LOS DÍAS 24 HORAS EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7032804260;40.4075050130
0103001;440732.2200000000;4473770.7500000000;29/08/22;1 Centro;13 Cortes;AMOR DE DIOS, CALLE, DEL;14;Carga y descarga 360;Línea;3;15,1;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.6985478520;40.4124482640
0103002;440631.1600000000;4474272.7100000000;12/06/23;1 Centro;13 Cortes;ARLABAN, CALLE, DE;4;Carga y descarga 360;Línea;3;15,6;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6997858420;40.4169623690
0103004;440759.4600000000;4473717.9200000000;29/08/22;1 Centro;13 Cortes;ATOCHA, CALLE, DE;77;Carga y descarga 360;Línea;2;12,9;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6982218960;40.4119742560
0103005;440948.2400000000;4473591.6000000000;08/09/22;1 Centro;13 Cortes;ATOCHA, CALLE, DE;99;Carga y descarga 360;Línea;4;24,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6959853560;40.4108494250
0103006;441189.7800000000;4473457.2500000000;30/08/22;1 Centro;13 Cortes;ATOCHA, CALLE, DE;125;Carga y descarga 360;Línea;2;15,06;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6931263530;40.4096564130
0103007;440740.3600000000;4474497.6200000000;31/08/22;1 Centro;13 Cortes;CABALLERO DE GRACIA, CALLE, DEL;19;Carga y descarga 360;Línea;2;10,88;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6985197200;40.4189968280
0103009;440785.7900000000;4473975.7300000000;24/01/24;1 Centro;13 Cortes;CERVANTES, CALLE, DE;14;Carga y descarga 360;Línea;2;8,9;EXCEPTO CARGA Y DESCARGA DE 8 A 15 H. MÁX 45 MIN;-3.6979355890;40.4142981160
0103010;440858.4100000000;4473979.9600000000;24/01/24;1 Centro;13 Cortes;CERVANTES, CALLE, DE;15;Carga y descarga 360;Línea;1;8,8;EXCEPTO CARGA Y DESCARGA DE 8 A 15 HORAS MÁX 45 MIN;-3.6970801630;40.4143416600
0103014;440485.2000000000;4473938.7600000000;31/08/22;1 Centro;13 Cortes;SAN SEBASTIAN, CALLE, DE;2;Carga y descarga 360;Línea;4;20,41;LABORABLES DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7014748640;40.4139442000
0103015;440985.0700000000;4473884.7400000000;17/11/22;1 Centro;13 Cortes;JESUS, CALLE, DE;1;Carga y descarga 360;Línea;2;14,3;LABORABLES DE 8 A 11 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6955785560;40.4134932250
0103016;440895.3500000000;4474270.0800000000;17/11/22;1 Centro;13 Cortes;JOVELLANOS, CALLE, DE;7;Carga y descarga 360;Línea;3;18;LABORABLES DE 8 A 15 H.  EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6966717020;40.4169581870
0103017;440723.2400000000;4473998.8200000000;12/06/23;1 Centro;13 Cortes;LEON, CALLE, DEL;4;Carga y descarga 360;Línea;5;26,8;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6986749910;40.4145014580
0103018;440676.8900000000;4473854.0700000000;30/09/22;1 Centro;13 Cortes;LEON, CALLE, DEL;26;Carga y descarga 360;Línea;6;30,7;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6992077850;40.4131944840
0103019;440780.6900000000;4473920.2500000000;29/08/22;1 Centro;13 Cortes;LOPE DE VEGA, CALLE, DE;13;Carga y descarga 360;Línea;2;10;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6979905930;40.4137984960
0103020;440849.7000000000;4473912.2900000000;31/08/22;1 Centro;13 Cortes;LOPE DE VEGA, CALLE, DE;23;Carga y descarga 360;Línea;3;17,79;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6971765350;40.4137311170
0103021;440931.9100000000;4473908.4400000000;31/08/22;1 Centro;13 Cortes;LOPE DE VEGA, CALLE, DE;35;Carga y descarga 360;Línea;2;13;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.6962072050;40.4137027550
0103023;440937.2700000000;4474403.1000000000;14/10/22;1 Centro;13 Cortes;MARQUES DE CASA RIERA, CALLE, DEL;1;Carga y descarga 360;Línea;5;25;LABORABLES DE 7 A 14 HORAS Y DE 16 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6961900730;40.4181588200
0103024;440941.1300000000;4473776.2800000000;01/09/22;1 Centro;13 Cortes;MORATIN, CALLE, DE;33;Carga y descarga 360;Línea;2;10;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6960862530;40.4125122640
0103025;440840.6000000000;4474084.4100000000;18/11/22;1 Centro;13 Cortes;PRADO, CALLE, DEL;28;Carga y descarga 360;Línea;2;12,9;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3.6972997780;40.4152812540
0103026;441106.4000000000;4473956.6800000000;18/11/22;1 Centro;13 Cortes;PRADO, PASEO, DEL;14;Carga y descarga 360;Línea;5;36,3;LABORABLES DE 8 A 11 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6941552710;40.4141498910
0103027;440578.9700000000;4474161.9500000000;29/08/22;1 Centro;13 Cortes;PRINCIPE, CALLE, DEL;10;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7003905420;40.4159610110
0103032;440662.4800000000;4474519.9600000000;22/08/24;1 Centro;13 Cortes;CABALLERO DE GRACIA, CALLE, DEL;26;Carga y descarga 360;Línea;5;25;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6994397180;40.4191918630
0103033;440611.7300000000;4474005.1400000000;16/01/23;1 Centro;13 Cortes;PRADO, CALLE, DEL;2;Carga y descarga 360;Línea;3;17,4;DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA SUBIDA Y BAJADA DE VIAJEROS TIEMPO MÁXIMO 45 MINUTOS;-3.6999898720;40.4145505040
0103034;440731.6100000000;4474281.3400000000;27/02/23;1 Centro;13 Cortes;ARLABAN, CALLE, DE;16;Carga y descarga 360;Línea;2;9,44;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6986026270;40.4170474540
0104001;441006.7000000000;4474884.7200000000;27/01/23;1 Centro;14 Justicia;ALMIRANTE, CALLE, DEL;2;Carga y descarga 360;Línea;3;12,17;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6954162940;40.4225025280
0104002;441220.9100000000;4474876.6000000000;21/11/22;1 Centro;14 Justicia;ALMIRANTE, CALLE, DEL;28;Carga y descarga 360;Línea;2;10,1;DE LUNES A VIERNES DE 8 A 17 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6928906960;40.4224443720
0104003;440591.8600000000;4475420.6700000000;21/11/22;1 Centro;14 Justicia;APODACA, CALLE, DE;14;Carga y descarga 360;Línea;2;10,8;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7003561640;40.4273012210
0104004;440662.8600000000;4475425.8900000000;21/11/22;1 Centro;14 Justicia;APODACA, CALLE, DE;22;Carga y descarga 360;Línea;2;13,78;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6995197030;40.4273533600
0104005;441056.3600000000;4475192.5300000000;01/09/22;1 Centro;14 Justicia;ARGENSOLA, CALLE, DE;12;Carga y descarga 360;Línea;3;15,81;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6948594360;40.4252790810
0104006;441092.8600000000;4475270.0000000000;01/09/22;1 Centro;14 Justicia;ARGENSOLA, CALLE, DE;21;Carga y descarga 360;Línea;3;16;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6944364210;40.4259796360
0104007;440791.8400000000;4474852.7800000000;31/08/22;1 Centro;14 Justicia;AUGUSTO FIGUEROA, CALLE, DE;22;Carga y descarga 360;Línea;2;14;LABORABLES DE 8 A 20 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6979459030;40.4221993760
0104008;440825.8700000000;4474839.5600000000;31/08/22;1 Centro;14 Justicia;AUGUSTO FIGUEROA, CALLE, DE;24;Carga y descarga 360;Línea;5;25;LABORABLES DE 8 A 20 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6975436860;40.4220826070
0104009;441285.8200000000;4474982.6800000000;31/08/22;1 Centro;14 Justicia;BARBARA DE BRAGANZA, CALLE, DE;13;Carga y descarga 360;Línea;2;8;LABORABLES DE 8 A 14 H Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6921353080;40.4234046500
0104010;440674.2100000000;4475370.7200000000;31/08/22;1 Centro;14 Justicia;BARCELO, CALLE, DE;4;Carga y descarga 360;Línea;3;18,5;LABORABLES  8 A 17H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6993808180;40.4268568920
0104012;440981.1100000000;4474716.1200000000;03/09/22;1 Centro;14 Justicia;BARQUILLO, CALLE, DEL;11;Carga y descarga 360;Línea;2;10,1;DE LUNES A VIERNES DE 9:30 A 14:30 Y DE 15:30 A 18:30 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6957023140;40.4209818400
0104013;440981.6600000000;4474767.8300000000;21/11/22;1 Centro;14 Justicia;BARQUILLO, CALLE, DEL;15;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 12 H.Y 16 A 18 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6957007670;40.4214474830
0104014;440862.8800000000;4475097.8600000000;09/09/22;1 Centro;14 Justicia;BELEN, CALLE, DE;1;Carga y descarga 360;Línea;2;11;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6971313860;40.4244124820
0104015;440983.3200000000;4475098.8700000000;09/09/22;1 Centro;14 Justicia;BELEN, CALLE, DE;22;Carga y descarga 360;Línea;2;12,3;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6957118260;40.4244301290
0104016;440913.9600000000;4475034.2300000000;07/09/22;1 Centro;14 Justicia;BELEN, TRAVESIA, DE;1;Carga y descarga 360;Línea;2;12,6;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6965233630;40.4238428480
0104017;441120.2100000000;4474958.4500000000;06/09/22;1 Centro;14 Justicia;CONDE DE XIQUENA, CALLE, DEL;10;Carga y descarga 360;Línea;2;7,83;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6940851980;40.4231747220
0104018;440870.4100000000;4475251.7900000000;06/09/22;1 Centro;14 Justicia;FERNANDO VI, CALLE, DE;2;Carga y descarga 360;Línea;2;12,1;LABORABLES 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6970569010;40.4257999570
0104019;440980.3000000000;4475148.1400000000;21/07/23;1 Centro;14 Justicia;FERNANDO VI, CALLE, DE;21;Carga y descarga 360;Línea;5;25;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6957519900;40.4248741140
0104020;440462.3100000000;4475491.8300000000;07/09/22;1 Centro;14 Justicia;FUENCARRAL, CALLE, DE;98;Carga y descarga 360;Línea;5;24,8;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7018899720;40.4279330790
0104021;441106.1700000000;4475362.0100000000;06/09/22;1 Centro;14 Justicia;GENOVA, CALLE, DE;14;Carga y descarga 360;Línea;5;25,4;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6942880830;40.4268092220
0104022;441310.1600000000;4475216.9800000000;16/06/23;1 Centro;14 Justicia;GENOVA, CALLE, DE;28;Carga y descarga 360;Línea;5;22,1;LABORABLES DE LUNES A VIERNES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6918700860;40.4255175460
0104023;440853.6000000000;4474923.2700000000;07/09/22;1 Centro;14 Justicia;GRAVINA, CALLE, DE;12;Carga y descarga 360;Línea;2;11,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN ;-3.6972246630;40.4228390260
0104024;440524.1100000000;4474643.1800000000;07/09/22;1 Centro;14 Justicia;HORTALEZA, CALLE, DE;3;Carga y descarga 360;Línea;3;16,7;DE 19 A 9 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7010822740;40.4202924000
0104025;440541.2200000000;4474679.4700000000;08/09/22;1 Centro;14 Justicia;HORTALEZA, CALLE, DE;7;Carga y descarga 360;Línea;3;16,3;LABORABLES DE 8 A 14 H. Y 16:30 A 19H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7008839160;40.4206202470
0104026;440573.0300000000;4474739.9700000000;07/09/22;1 Centro;14 Justicia;HORTALEZA, CALLE, DE;18;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7005145300;40.4211681090
0104027;440632.4900000000;4474842.7300000000;21/11/22;1 Centro;14 Justicia;HORTALEZA, CALLE, DE;33;Carga y descarga 360;Línea;4;22;LABORABLES DE 8 A 14 H. Y 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6998233710;40.4220979050
0104028;440714.7500000000;4474987.7000000000;21/11/22;1 Centro;14 Justicia;HORTALEZA, CALLE, DE;59;Carga y descarga 360;Línea;2;14,1;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6988672190;40.4234095770
0104029;440723.0300000000;4475004.4100000000;21/11/22;1 Centro;14 Justicia;HORTALEZA, CALLE, DE;61;Carga y descarga 360;Línea;2;8,39;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6987711910;40.4235607230
0104030;440845.6300000000;4474615.3000000000;07/09/22;1 Centro;14 Justicia;INFANTAS, CALLE, DE LAS;27;Carga y descarga 360;Línea;1;4,96;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3.6972899230;40.4200645350
0104031;440862.7800000000;4474859.9900000000;07/09/22;1 Centro;14 Justicia;LIBERTAD, CALLE, DE LA;30;Carga y descarga 360;Línea;2;12,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6971104160;40.4222693910
0104032;440897.6600000000;4474924.7400000000;07/09/22;1 Centro;14 Justicia;LUIS DE GONGORA, CALLE, DE;2;Carga y descarga 360;Línea;2;10,1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6967053920;40.4228552400
0104033;440868.2700000000;4474518.8500000000;30/06/23;1 Centro;14 Justicia;MARQUES DE VALDEIGLESIAS, CALLE, DEL;2;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6970139870;40.4191965040
0104034;440684.4000000000;4474811.0000000000;09/09/22;1 Centro;14 Justicia;PELAYO, CALLE, DE;1;Carga y descarga 360;Línea;3;15,2;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6992085870;40.4218157800
